Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions,Price_per_Transaction,HighDemand,PriceTier,Freehold_Flag,Is_Central,Log_Median_Price,Log_Median_PSF,Area_Transaction_Intensity,State_Price_Tier,Township_Uniqueness_Index,Price_to_PSF_Ratio,Tenure_Type_Interaction,Is_Capital_City,Transaction_Volume_Flag
BANGI AVENUE,Bangi,Selangor,Freehold,Terrace House,607500.0,418.0,28,20948.275862068964,1,High,1,0,13.317109100286022,6.037870919922137,Medium,Tier 1: High-Cost State,2,1453.3492822966507,Freehold_Terrace House,0,Medium_Volume
TAMAN BIDORIA RESIDENSI,Bidor,Perak,Leasehold,Terrace House,245000.0,175.0,28,8448.275862068966,1,Low,0,0,12.409017571151187,5.170483995038151,Medium,Tier 3: Low-Cost State,2,1400.0,Leasehold_Terrace House,0,Medium_Volume
BERTAM PERDANA 2 - LAKEVIEW,Kepala Batas,Penang,Freehold,"Terrace House, Bungalow",618744.0,271.0,28,21336.0,1,Medium,1,0,13.335448512024307,5.605802066295998,Medium,Tier 2: Medium-Cost State,2,2283.188191881919,"Freehold_Terrace House, Bungalow",0,Medium_Volume
YARRA PARK (RESIDENSI SINAR),Sungai Petani,Kedah,Freehold,Terrace House,200000.0,143.0,28,6896.551724137931,1,Low,1,0,12.206077645517674,4.969813299576001,High,Tier 3: Low-Cost State,2,1398.6013986013986,Freehold_Terrace House,0,Medium_Volume
TAMAN KOTA SELESA,Kota Tinggi,Johor,Freehold,Terrace House,424150.0,275.0,28,14625.862068965518,1,Medium,1,0,12.957844802889591,5.62040086571715,Medium,Tier 1: High-Cost State,2,1542.3636363636363,Freehold_Terrace House,0,Medium_Volume
LOT 11666-11704 PERUMAHAN BALOK PERDANA,Sungai Karang,Pahang,Leasehold,Terrace House,315000.0,205.0,28,10862.068965517241,1,Low,0,0,12.660331092405906,5.327876168789581,Low,Tier 3: Low-Cost State,2,1536.5853658536585,Leasehold_Terrace House,0,Medium_Volume
GREEN PAVILION RESIDENCE,Kulai,Johor,Freehold,Terrace House,685000.0,457.0,28,23620.689655172413,1,High,1,0,13.437175577097312,6.126869184114185,High,Tier 1: High-Cost State,2,1498.9059080962802,Freehold_Terrace House,0,Medium_Volume
BANDAR BARU KAMPAR,Kampar,Perak,Leasehold,Terrace House,272500.0,195.0,28,9396.551724137931,1,Low,0,0,12.515397562803473,5.278114659230517,Medium,Tier 3: Low-Cost State,2,1397.4358974358975,Leasehold_Terrace House,0,Medium_Volume
PROTON CITY,Ulu Bernam,Perak,Freehold,Terrace House,467500.0,211.0,28,16120.689655172413,1,Low,1,0,13.055156766746023,5.356586274672012,Low,Tier 3: Low-Cost State,2,2215.6398104265404,Freehold_Terrace House,0,Medium_Volume
TAMAN PAYA RUMPUT PERDANA,Paya Rumput,Melaka,Freehold,"Bungalow, Town House",627500.0,158.0,28,21637.931034482757,1,Low,1,0,13.349500543612304,5.0689042022202315,Low,Tier 3: Low-Cost State,2,3971.518987341772,"Freehold_Bungalow, Town House",0,Medium_Volume
TAMAN TANJUNG MINYAK PERDANA,Tanjong Minyak,Melaka,Leasehold,"Town House, Terrace House",300000.0,197.0,28,10344.827586206897,1,Low,0,0,12.611541086966115,5.288267030694535,Medium,Tier 3: Low-Cost State,2,1522.8426395939086,"Leasehold_Town House, Terrace House",0,Medium_Volume
TAMAN SOON HUP(JALAN PERMAI),Sibu,Sarawak,Leasehold,Terrace House,377500.0,179.0,28,13017.241379310344,1,Low,0,0,12.84132849667433,5.19295685089021,Low,Tier 2: Medium-Cost State,2,2108.9385474860337,Leasehold_Terrace House,0,Medium_Volume
TAMAN SAUJANA PUCHONG,Puchong,Selangor,"Leasehold, Freehold",Terrace House,531000.0,374.0,28,18310.344827586207,1,High,1,0,13.182519183461475,5.926926025970411,High,Tier 1: High-Cost State,2,1419.7860962566845,"Leasehold, Freehold_Terrace House",0,Medium_Volume
LAMAN SETIA,Skudai,Johor,Freehold,Terrace House,650000.0,426.0,28,22413.793103448275,1,High,1,0,13.384729180332174,6.056784013228625,High,Tier 1: High-Cost State,2,1525.8215962441313,Freehold_Terrace House,0,Medium_Volume
TAMAN KLEBANG PUTRA,Ipoh,Perak,Freehold,Terrace House,317600.0,209.0,28,10951.724137931034,1,Low,1,0,12.66855115696477,5.3471075307174685,High,Tier 3: Low-Cost State,2,1519.6172248803828,Freehold_Terrace House,0,Medium_Volume
TAMAN KELADI FASA 2,Sungai Petani,Kedah,Freehold,Terrace House,215000.0,176.0,28,7413.793103448276,1,Low,1,0,12.278397958261774,5.176149732573829,High,Tier 3: Low-Cost State,2,1221.590909090909,Freehold_Terrace House,0,Medium_Volume
TAMAN PEREPAT INDAH,Kapar,Selangor,Leasehold,Terrace House,371159.0,298.0,28,12798.586206896553,1,Medium,0,0,12.824388515467115,5.700443573390687,High,Tier 1: High-Cost State,2,1245.5,Leasehold_Terrace House,0,Medium_Volume
TAMAN BUKIT REBANA [SP HEIGHTS],Sungai Petani,Kedah,Freehold,Semi D,300000.0,114.0,28,10344.827586206897,1,Low,1,0,12.611541086966115,4.74493212836325,High,Tier 3: Low-Cost State,2,2631.5789473684213,Freehold_Semi D,0,Medium_Volume
TAMAN BUKIT MEWAH,Kajang,Selangor,Freehold,Terrace House,470000.0,328.0,28,16206.896551724138,1,Medium,1,0,13.060490101343552,5.796057750765372,Medium,Tier 1: High-Cost State,2,1432.9268292682927,Freehold_Terrace House,0,Medium_Volume
BANDAR METRO PUCHONG,Puchong,Selangor,Leasehold,Terrace House,925000.0,547.0,28,31896.55172413793,1,High,0,0,13.73755009757506,6.306275286948016,High,Tier 1: High-Cost State,2,1691.0420475319927,Leasehold_Terrace House,0,Medium_Volume
TABUAN JAYA,Kuching,Sarawak,Leasehold,"Terrace House, Semi D",625000.0,216.0,28,21551.724137931036,1,Low,0,0,13.345508528717259,5.37989735354046,Medium,Tier 2: Medium-Cost State,2,2893.5185185185187,"Leasehold_Terrace House, Semi D",0,Medium_Volume
LEISURE FARM,Gelang Patah,Johor,Freehold,"Town House, Semi D",650000.0,422.0,28,22413.793103448275,1,High,1,0,13.384729180332174,6.0473721790462776,Low,Tier 1: High-Cost State,2,1540.2843601895734,"Freehold_Town House, Semi D",0,Medium_Volume
TAMAN NUSA DAMAI,Pasir Gudang,Johor,Freehold,Terrace House,365000.0,309.0,28,12586.206896551725,1,Medium,1,0,12.807655372286902,5.736572297479192,High,Tier 1: High-Cost State,2,1181.2297734627832,Freehold_Terrace House,0,Medium_Volume
TAMAN INDAH JAYA,Sandakan,Sabah,Leasehold,Terrace House,395000.0,256.0,28,13620.689655172413,1,Medium,0,0,12.886643575525625,5.54907608489522,Low,Tier 3: Low-Cost State,3,1542.96875,Leasehold_Terrace House,0,Medium_Volume
BANDAR BARU TRONOH (TAMAN TRONOH BARU),Tronoh,Perak,Leasehold,Terrace House,263000.0,190.0,28,9068.965517241379,1,Low,0,0,12.479913113434042,5.25227342804663,Low,Tier 3: Low-Cost State,2,1384.2105263157894,Leasehold_Terrace House,0,Medium_Volume
Rampai Court,Wangsa Maju,Kuala Lumpur,Freehold,Apartment,231000.0,390.0,28,7965.517241379311,1,High,1,0,12.35017731849889,5.968707559985366,Medium,Tier 1: High-Cost State,2,592.3076923076923,Freehold_Apartment,1,Medium_Volume
Nusa Heights (Nusa Puncak),Iskandar Puteri (Nusajaya),Johor,Freehold,Apartment,415000.0,451.0,28,14310.344827586207,1,High,1,0,12.936036208848487,6.113682179832232,High,Tier 1: High-Cost State,2,920.1773835920177,Freehold_Apartment,0,Medium_Volume
Pangsapuri Persiaran Tanjung,Tampoi,Johor,Leasehold,Apartment,285000.0,297.0,28,9827.586206896553,1,Medium,0,0,12.560247968016562,5.697093486505405,Medium,Tier 1: High-Cost State,2,959.5959595959596,Leasehold_Apartment,0,Medium_Volume
Mutiara Condominium,Bukit Mertajam,Penang,Freehold,Condominium,260000.0,351.0,28,8965.51724137931,1,Medium,1,0,12.468440756144114,5.863631175598097,Medium,Tier 2: Medium-Cost State,2,740.7407407407408,Freehold_Condominium,0,Medium_Volume
Ladang Tok Pelam,Kuala Terengganu,Terengganu,Leasehold,Apartment,232000.0,276.0,28,8000.0,1,Medium,0,0,12.354496960983985,5.6240175061873385,Low,Tier 2: Medium-Cost State,2,840.5797101449275,Leasehold_Apartment,0,Medium_Volume
Seri Baiduri,Ulu Tiram,Johor,Freehold,Apartment,35000.0,50.0,28,1206.896551724138,1,Low,1,0,10.463131911491967,3.9318256327243257,High,Tier 1: High-Cost State,2,700.0,Freehold_Apartment,0,Medium_Volume
Taman Bunga Negara,Shah Alam,Selangor,Freehold,Flat,207500.0,287.0,28,7155.172413793103,1,Medium,1,0,12.242891437918386,5.662960480135946,High,Tier 1: High-Cost State,2,722.9965156794425,Freehold_Flat,0,Medium_Volume
Flat Taman Melati,Setapak,Kuala Lumpur,Freehold,Flat,207500.0,326.0,28,7155.172413793103,1,Medium,1,0,12.242891437918386,5.7899601708972535,Medium,Tier 1: High-Cost State,2,636.5030674846626,Freehold_Flat,1,Medium_Volume
TAMAN ANGSAMAS 2,Rasah,Negeri Sembilan,Freehold,Terrace House,80000.0,67.0,27,2857.1428571428573,1,Low,1,0,11.289794413577894,4.219507705176107,Medium,Tier 2: Medium-Cost State,2,1194.0298507462687,Freehold_Terrace House,0,Medium_Volume
TAMAN KIARA,Kuala Selangor,Selangor,Freehold,Terrace House,308000.0,258.0,27,11000.0,1,Medium,1,0,12.637858308703688,5.556828061699537,Low,Tier 1: High-Cost State,2,1193.7984496124031,Freehold_Terrace House,0,Medium_Volume
"SKIM PERUMAHAN PERAKKU, TANJUNG TUALANG",Tanjong Tualang,Perak,Leasehold,Terrace House,180000.0,117.0,27,6428.571428571428,1,Low,0,0,12.100717685412471,4.770684624465665,Low,Tier 3: Low-Cost State,2,1538.4615384615386,Leasehold_Terrace House,0,Medium_Volume
TAMAN KAMPAR BESTARI,Kampar,Perak,Leasehold,"Terrace House, Semi D",269800.0,123.0,27,9635.714285714286,1,Low,0,0,12.505439929198145,4.820281565605037,Medium,Tier 3: Low-Cost State,2,2193.4959349593496,"Leasehold_Terrace House, Semi D",0,Medium_Volume
TAMAN BUKIT KOMAN 2,Raub,Pahang,Leasehold,Terrace House,297600.0,208.0,27,10628.57142857143,1,Low,0,0,12.603508942150482,5.342334251964811,Low,Tier 3: Low-Cost State,2,1430.7692307692307,Leasehold_Terrace House,0,Medium_Volume
EVERGREEN GARDEN RESIDENCE,Cyberjaya,Selangor,Freehold,"Terrace House, Semi D",1450000.0,457.0,27,51785.71428571428,1,High,1,0,14.187074804051692,6.126869184114185,Low,Tier 1: High-Cost State,2,3172.866520787746,"Freehold_Terrace House, Semi D",0,Medium_Volume
TAMAN SERI IPIL,Nibong Tebal,Penang,Freehold,"Semi D, Bungalow",520000.0,185.0,27,18571.428571428572,1,Low,1,0,13.161586013632684,5.225746673713202,Low,Tier 2: Medium-Cost State,2,2810.810810810811,"Freehold_Semi D, Bungalow",0,Medium_Volume
SETIA IMPIAN 4,Setia Alam,Selangor,Freehold,Terrace House,705000.0,538.0,27,25178.571428571428,1,High,1,0,13.465954500233115,6.289715570908998,Medium,Tier 1: High-Cost State,2,1310.4089219330856,Freehold_Terrace House,0,Medium_Volume
TAMAN SUNGAI KAPAR INDAH,Kapar,Selangor,Freehold,Terrace House,450000.0,346.0,27,16071.42857142857,1,Medium,1,0,13.017005083966255,5.849324779946859,High,Tier 1: High-Cost State,2,1300.578034682081,Freehold_Terrace House,0,Medium_Volume
TAMAN RAWANG PERDANA,Rawang,Selangor,Freehold,Terrace House,460000.0,322.0,27,16428.571428571428,1,Medium,1,0,13.038983942375959,5.777652323222656,Medium,Tier 1: High-Cost State,2,1428.5714285714287,Freehold_Terrace House,0,Medium_Volume
TAMAN KLEBANG RIA,Chemor,Perak,Freehold,Terrace House,398800.0,279.0,27,14242.857142857143,1,Medium,1,0,12.896217824589245,5.634789603169249,Medium,Tier 3: Low-Cost State,2,1429.3906810035842,Freehold_Terrace House,0,Medium_Volume
TAMAN SELAYANG MUTIARA,Selayang,Selangor,Leasehold,Semi D,450000.0,204.0,27,16071.42857142857,1,Low,0,0,13.017005083966255,5.3230099791384085,Low,Tier 1: High-Cost State,2,2205.8823529411766,Leasehold_Semi D,0,Medium_Volume
TAMAN DESA PUTERA,Klang,Selangor,"Leasehold, Freehold",Terrace House,548000.0,395.0,27,19571.428571428572,1,High,1,0,13.214032390746006,5.981414211254481,High,Tier 1: High-Cost State,2,1387.3417721518988,"Leasehold, Freehold_Terrace House",0,Medium_Volume
BANDAR AMANJAYA (ZON MAWAR),Sungai Petani,Kedah,Freehold,"Terrace House, Bungalow",240000.0,168.0,27,8571.42857142857,1,Low,1,0,12.388398368982115,5.1298987149230735,High,Tier 3: Low-Cost State,2,1428.5714285714287,"Freehold_Terrace House, Bungalow",0,Medium_Volume
TAMAN DESA MURNI,Butterworth,Penang,"Freehold, Leasehold","Terrace House, Town House",350000.0,396.0,27,12500.0,1,High,1,0,12.765691290604371,5.983936280687191,Low,Tier 2: Medium-Cost State,2,883.8383838383838,"Freehold, Leasehold_Terrace House, Town House",0,Medium_Volume
TAMAN INDAH SATELIT,Tampin,Negeri Sembilan,Freehold,Terrace House,285000.0,173.0,27,10178.57142857143,1,Low,1,0,12.560247968016562,5.159055299214529,Low,Tier 2: Medium-Cost State,2,1647.3988439306358,Freehold_Terrace House,0,Medium_Volume
PELABUHAN KLANG,Port Klang,Selangor,Freehold,Terrace House,420000.0,249.0,27,15000.0,1,Medium,1,0,12.948012371209098,5.521460917862246,Low,Tier 1: High-Cost State,2,1686.7469879518073,Freehold_Terrace House,0,Medium_Volume
"Teratai Mewah Apartment Block 15,17,19,21",Setapak,Kuala Lumpur,Freehold,Apartment,250000.0,373.0,27,8928.57142857143,1,High,1,0,12.429220196836383,5.924255797414532,Medium,Tier 1: High-Cost State,2,670.2412868632708,Freehold_Apartment,1,Medium_Volume
Seksyen 24 Shah Alam,Shah Alam,Selangor,Leasehold,Flat,185000.0,292.0,27,6607.142857142857,1,Medium,0,0,12.128116509451258,5.680172609017068,High,Tier 1: High-Cost State,2,633.5616438356165,Leasehold_Flat,0,Medium_Volume
Akasia,Klang,Selangor,Freehold,Apartment,380000.0,505.0,27,13571.42857142857,1,High,1,0,12.847929163278053,6.226536669287466,High,Tier 1: High-Cost State,2,752.4752475247525,Freehold_Apartment,0,Medium_Volume
Taman Bunga Raya,Serendah,Selangor,Leasehold,Flat,130000.0,187.0,27,4642.857142857143,1,Low,0,0,11.775297421715827,5.236441962829949,High,Tier 1: High-Cost State,2,695.187165775401,Leasehold_Flat,0,Medium_Volume
BK 4 - PERUMAHAN KINRARA,Bandar Kinrara,Selangor,Freehold,Terrace House,702500.0,434.0,26,26018.51851851852,1,High,1,0,13.462402103676569,6.075346031088684,Medium,Tier 1: High-Cost State,2,1618.663594470046,Freehold_Terrace House,0,Medium_Volume
IRAMA SENDAYAN 2B,Labu,Negeri Sembilan,Freehold,Terrace House,603444.0,424.0,26,22349.777777777777,1,High,1,0,13.310410180321105,6.052089168924417,Medium,Tier 2: Medium-Cost State,2,1423.2169811320755,Freehold_Terrace House,0,Medium_Volume
DESA PARK CHEMOR,Ipoh,Perak,Freehold,Cluster House,338000.0,270.0,26,12518.518518518518,1,Medium,1,0,12.73080413304066,5.602118820879701,High,Tier 3: Low-Cost State,2,1251.851851851852,Freehold_Cluster House,0,Medium_Volume
TAMAN KLEBANG PERDANA,Ipoh,Perak,Freehold,Terrace House,513967.0,364.0,26,19035.814814814814,1,Medium,1,0,13.149916285689928,5.8998973535824915,High,Tier 3: Low-Cost State,2,1411.9972527472528,Freehold_Terrace House,0,Medium_Volume
TAMAN SRI PUTRI,Skudai,Johor,Freehold,Terrace House,540000.0,344.0,26,20000.0,1,Medium,1,0,13.199326270390594,5.84354441703136,High,Tier 1: High-Cost State,2,1569.7674418604652,Freehold_Terrace House,0,Medium_Volume
TAMAN IMPIANA BIDOR,Bidor,Perak,"Freehold, Leasehold",Terrace House,248960.0,162.0,26,9220.74074074074,1,Low,1,0,12.425051536673609,5.093750200806762,Medium,Tier 3: Low-Cost State,2,1536.79012345679,"Freehold, Leasehold_Terrace House",0,Medium_Volume
TAMAN DAHLIA,Tampoi,Johor,Leasehold,Terrace House,300000.0,288.0,26,11111.111111111111,1,Medium,0,0,12.611541086966115,5.666426688112432,Medium,Tier 1: High-Cost State,2,1041.6666666666667,Leasehold_Terrace House,0,Medium_Volume
TAMAN SEMARAK,Tawau,Sabah,Leasehold,"Terrace House, Cluster House",200000.0,205.0,26,7407.407407407408,1,Low,0,0,12.206077645517674,5.327876168789581,Low,Tier 3: Low-Cost State,2,975.609756097561,"Leasehold_Terrace House, Cluster House",0,Medium_Volume
TAMAN MAWAR,Pasir Gudang,Johor,Leasehold,Terrace House,390000.0,313.0,26,14444.444444444445,1,Medium,0,0,12.873904582205107,5.749392985908253,High,Tier 1: High-Cost State,3,1246.0063897763578,Leasehold_Terrace House,0,Medium_Volume
SEKSYEN 4 BANDAR BARU BANGI,Bangi,Selangor,Leasehold,"Terrace House, Bungalow",535000.0,279.0,26,19814.814814814814,1,Medium,0,0,13.190023895035274,5.634789603169249,Medium,Tier 1: High-Cost State,2,1917.562724014337,"Leasehold_Terrace House, Bungalow",0,Medium_Volume
TAMAN BISTARI MENGLEMBU,Menglembu,Perak,Leasehold,Terrace House,408000.0,372.0,26,15111.111111111111,1,High,0,0,12.919024904363686,5.921578419643816,Low,Tier 3: Low-Cost State,2,1096.774193548387,Leasehold_Terrace House,0,Medium_Volume
UNI GARDEN,Kota Samarahan,Sarawak,Freehold,Terrace House,510000.0,238.0,26,18888.88888888889,1,Medium,1,0,13.1421679654829,5.476463551931511,Medium,Tier 2: Medium-Cost State,2,2142.8571428571427,Freehold_Terrace House,0,Medium_Volume
BANDAR PUTERI HILLPARK,Sungai Petani,Kedah,Freehold,Terrace House,300000.0,162.0,26,11111.111111111111,1,Low,1,0,12.611541086966115,5.093750200806762,High,Tier 3: Low-Cost State,2,1851.851851851852,Freehold_Terrace House,0,Medium_Volume
BANDAR BARU PUTRA,Ipoh,Perak,"Freehold, Leasehold",Terrace House,212500.0,159.0,26,7870.37037037037,1,Low,1,0,12.26670197321789,5.075173815233827,High,Tier 3: Low-Cost State,2,1336.4779874213837,"Freehold, Leasehold_Terrace House",0,Medium_Volume
BANDAR BARU KOTA PUTRI,Masai,Johor,Freehold,Terrace House,335000.0,391.0,26,12407.407407407407,1,High,1,0,12.721888795877375,5.971261839790462,Medium,Tier 1: High-Cost State,2,856.7774936061381,Freehold_Terrace House,0,Medium_Volume
TAMAN PELANGI INDAH,Tebrau,Johor,Freehold,Terrace House,904900.0,497.0,26,33514.81481481482,1,High,1,0,13.715580824433099,6.210600077024653,High,Tier 1: High-Cost State,3,1820.7243460764587,Freehold_Terrace House,0,Medium_Volume
TAMAN PUTERA/SURIA,Johor Bahru,Johor,Freehold,Terrace House,625000.0,343.0,26,23148.14814814815,1,Medium,1,0,13.345508528717259,5.840641657373398,High,Tier 1: High-Cost State,2,1822.1574344023325,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT CHENG,Cheng,Melaka,Freehold,Terrace House,370000.0,256.0,26,13703.703703703704,1,Medium,1,0,12.821260987319457,5.54907608489522,Low,Tier 3: Low-Cost State,2,1445.3125,Freehold_Terrace House,0,Medium_Volume
TAMAN BUKIT JAYA,Ulu Tiram,Johor,Freehold,Terrace House,460000.0,310.0,26,17037.037037037036,1,Medium,1,0,13.038983942375959,5.739792912179234,High,Tier 1: High-Cost State,2,1483.8709677419354,Freehold_Terrace House,0,Medium_Volume
BANDAR PUTERI JAYA SEKSYEN 3,Sungai Petani,Kedah,Freehold,"Semi D, Terrace House",370000.0,118.0,26,13703.703703703704,1,Low,1,0,12.821260987319457,4.77912349311153,High,Tier 3: Low-Cost State,2,3135.593220338983,"Freehold_Semi D, Terrace House",0,Medium_Volume
AMVERTON HILLS SUNGAI BULOH,Sungai Buloh,Selangor,Freehold,"Semi D, Bungalow",1703888.0,529.0,26,63106.96296296296,1,High,1,0,14.348423843404571,6.272877006546167,Low,Tier 1: High-Cost State,2,3220.9603024574667,"Freehold_Semi D, Bungalow",0,Medium_Volume
BANDAR TASIK IDAMAN,Batu Gajah,Perak,Leasehold,Terrace House,440300.0,270.0,26,16307.407407407407,1,Medium,0,0,12.995213862920007,5.602118820879701,Medium,Tier 3: Low-Cost State,2,1630.7407407407406,Leasehold_Terrace House,0,Medium_Volume
TAMAN ANGSAMAS,Rasah,Negeri Sembilan,Freehold,Terrace House,205000.0,172.0,26,7592.592592592592,1,Low,1,0,12.230770136157428,5.153291594497779,Medium,Tier 2: Medium-Cost State,2,1191.860465116279,Freehold_Terrace House,0,Medium_Volume
TAMAN KENARI FASA 1,Kulim,Kedah,Freehold,"Semi D, Terrace House",300000.0,207.0,26,11111.111111111111,1,Low,1,0,12.611541086966115,5.337538079701318,Medium,Tier 3: Low-Cost State,2,1449.2753623188405,"Freehold_Semi D, Terrace House",0,Medium_Volume
TAMAN PENAGA MEWAH,Ampangan,Negeri Sembilan,Freehold,Terrace House,487910.0,349.0,26,18070.74074074074,1,Medium,1,0,13.097888291153387,5.857933154483459,Low,Tier 2: Medium-Cost State,2,1398.0229226361032,Freehold_Terrace House,0,Medium_Volume
TAMAN PUTRA PERMAI,Seri Kembangan,Selangor,Leasehold,Terrace House,722500.0,342.0,26,26759.25925925926,1,Medium,0,0,13.490474083050811,5.8377304471659395,Medium,Tier 1: High-Cost State,2,2112.5730994152045,Leasehold_Terrace House,0,Medium_Volume
TAMAN DESARU UTAMA,Pengerang,Johor,Leasehold,"Terrace House, Semi D",330000.0,251.0,26,12222.222222222223,1,Medium,0,0,12.706850963741102,5.529429087511423,Low,Tier 1: High-Cost State,2,1314.7410358565737,"Leasehold_Terrace House, Semi D",0,Medium_Volume
Sky Peak Residences,Tampoi,Johor,Freehold,Service Residence,445000.0,431.0,26,16481.48148148148,1,High,1,0,13.005831808336863,6.068425588244111,Medium,Tier 1: High-Cost State,2,1032.4825986078886,Freehold_Service Residence,0,Medium_Volume
Kondo Rakyat,Kuala Ibai,Terengganu,Leasehold,Flat,66500.0,106.0,26,2462.962962962963,1,Low,0,0,11.104972264124868,4.672828834461906,Low,Tier 2: Medium-Cost State,2,627.3584905660377,Leasehold_Flat,0,Medium_Volume
Almyra Residences,Bangi,Selangor,Freehold,Condominium,450400.0,471.0,26,16681.48148148148,1,High,1,0,13.01789357605382,6.156978985585555,Medium,Tier 1: High-Cost State,2,956.2632696390658,Freehold_Condominium,0,Medium_Volume
UDA UTAMA,Skudai,Johor,Freehold,"Terrace House, Bungalow",600000.0,324.0,25,23076.923076923078,1,Medium,1,0,13.304686600863562,5.783825182329737,High,Tier 1: High-Cost State,3,1851.851851851852,"Freehold_Terrace House, Bungalow",0,Medium_Volume
TAMAN BANDAR UNIVERSITI PARIT RAJA,Batu Pahat,Johor,Freehold,Terrace House,326970.0,209.0,25,12575.76923076923,1,Low,1,0,12.697626760931351,5.3471075307174685,High,Tier 1: High-Cost State,2,1564.4497607655503,Freehold_Terrace House,0,Medium_Volume
